NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708	POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708		46	-0.40399265	-1.2019496	0.17777778	0.3590633	1.0	1702	tags=35%, list=21%, signal=44%	
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131		95	-0.35358503	-1.2016935	0.10775862	0.35901585	1.0	637	tags=21%, list=8%, signal=23%	
RNA POLYMERASE III TRANSCRIPTION%REACTOME%R-HSA-74158.4	RNA POLYMERASE III TRANSCRIPTION%REACTOME%R-HSA-74158.4		32	-0.45165384	-1.2014799	0.19537275	0.35887754	1.0	1424	tags=25%, list=17%, signal=30%	
MITOPHAGY%REACTOME DATABASE ID RELEASE 81%5205647	MITOPHAGY%REACTOME DATABASE ID RELEASE 81%5205647		22	-0.4722134	-1.2014598	0.21393035	0.35839272	1.0	500	tags=27%, list=6%, signal=29%	
PYROPTOSIS%REACTOME DATABASE ID RELEASE 81%5620971	PYROPTOSIS%REACTOME DATABASE ID RELEASE 81%5620971		19	-0.48484674	-1.2014147	0.21363637	0.35794532	1.0	1330	tags=26%, list=16%, signal=31%	
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708		93	-0.35782743	-1.201237	0.111524165	0.35775092	1.0	1172	tags=24%, list=14%, signal=27%	
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608	ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608		18	-0.49813616	-1.1986644	0.21327014	0.36186936	1.0	3045	tags=56%, list=37%, signal=88%	
REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776	REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776		438	-0.29970902	-1.1985524	0.0	0.36157003	1.0	1751	tags=31%, list=21%, signal=38%	
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142		50	-0.4002442	-1.1984124	0.16774194	0.3613259	1.0	1301	tags=36%, list=16%, signal=43%	
RRNA MODIFICATION%GOBP%GO:0000154	RRNA MODIFICATION%GOBP%GO:0000154		20	-0.4766311	-1.1982119	0.19529411	0.36117655	1.0	1401	tags=50%, list=17%, signal=60%	
FC EPSILON RECEPTOR (FCERI) SIGNALING%REACTOME%R-HSA-2454202.5	FC EPSILON RECEPTOR (FCERI) SIGNALING%REACTOME%R-HSA-2454202.5		113	-0.3503845	-1.1952963	0.11453745	0.36601242	1.0	1202	tags=28%, list=15%, signal=33%	
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032786	POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032786		48	-0.39529437	-1.193204	0.15730338	0.3692409	1.0	1487	tags=31%, list=18%, signal=38%	
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 81%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 81%983695		32	-0.43082282	-1.192657	0.18362282	0.36974627	1.0	256	tags=22%, list=3%, signal=22%	
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY		15	-0.5123087	-1.1913421	0.20915033	0.37163582	1.0	298	tags=13%, list=4%, signal=14%	
SISTER CHROMATID COHESION%GOBP%GO:0007062	SISTER CHROMATID COHESION%GOBP%GO:0007062		24	-0.46175814	-1.1899025	0.21315789	0.3738409	1.0	1111	tags=25%, list=14%, signal=29%	
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107		93	-0.35782743	-1.189718	0.12867647	0.37364253	1.0	1172	tags=24%, list=14%, signal=27%	
PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION%REACTOME DATABASE ID RELEASE 81%9660826	PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION%REACTOME DATABASE ID RELEASE 81%9660826		17	-0.5054593	-1.1895895	0.21904762	0.37335363	1.0	1761	tags=35%, list=21%, signal=45%	
THE ONCOGENIC ACTION OF D-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%SMPDB%SMP0002359	THE ONCOGENIC ACTION OF D-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%SMPDB%SMP0002359		22	-0.4727337	-1.1881932	0.24173027	0.37538573	1.0	705	tags=18%, list=9%, signal=20%	
INTERLEUKIN-1 FAMILY SIGNALING%REACTOME%R-HSA-446652.9	INTERLEUKIN-1 FAMILY SIGNALING%REACTOME%R-HSA-446652.9		107	-0.35007408	-1.185797	0.144	0.37919298	1.0	1202	tags=26%, list=15%, signal=30%	
REGULATION OF T CELL CYTOKINE PRODUCTION%GOBP%GO:0002724	REGULATION OF T CELL CYTOKINE PRODUCTION%GOBP%GO:0002724		16	-0.5123704	-1.1854107	0.2622549	0.37936562	1.0	2594	tags=44%, list=32%, signal=64%	
TRICARBOXYLIC ACID CYCLE%GOBP%GO:0006099	TRICARBOXYLIC ACID CYCLE%GOBP%GO:0006099		20	-0.49287117	-1.1852192	0.23188406	0.37920907	1.0	1838	tags=35%, list=22%, signal=45%	
CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 81%9664424	CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 81%9664424		17	-0.5054593	-1.1850482	0.25777778	0.37897974	1.0	1761	tags=35%, list=21%, signal=45%	
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768	IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768		154	-0.32626802	-1.1848983	0.09090909	0.37873596	1.0	1410	tags=30%, list=17%, signal=35%	
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688		32	-0.428461	-1.1839412	0.19142857	0.3799826	1.0	1749	tags=34%, list=21%, signal=44%	
FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006633	FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006633		41	-0.40101302	-1.1838069	0.1875	0.37970835	1.0	1323	tags=20%, list=16%, signal=23%	
SIGNALING BY NOTCH3%REACTOME%R-HSA-9012852.3	SIGNALING BY NOTCH3%REACTOME%R-HSA-9012852.3		29	-0.43674308	-1.1835911	0.23138298	0.3795499	1.0	543	tags=14%, list=7%, signal=15%	
EVASION BY RSV OF HOST INTERFERON RESPONSES%REACTOME DATABASE ID RELEASE 81%9833109	EVASION BY RSV OF HOST INTERFERON RESPONSES%REACTOME DATABASE ID RELEASE 81%9833109		16	-0.5089924	-1.1834047	0.254717	0.3793762	1.0	1396	tags=38%, list=17%, signal=45%	
PINK1-PRKN MEDIATED MITOPHAGY%REACTOME DATABASE ID RELEASE 81%5205685	PINK1-PRKN MEDIATED MITOPHAGY%REACTOME DATABASE ID RELEASE 81%5205685		18	-0.49324846	-1.1796641	0.2535211	0.38575193	1.0	500	tags=33%, list=6%, signal=35%	
CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.5	CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.5		152	-0.32644853	-1.1794336	0.083333336	0.38566265	1.0	1425	tags=32%, list=17%, signal=38%	
INFECTION WITH MYCOBACTERIUM TUBERCULOSIS%REACTOME%R-HSA-9635486.4	INFECTION WITH MYCOBACTERIUM TUBERCULOSIS%REACTOME%R-HSA-9635486.4		22	-0.46668613	-1.179332	0.19951923	0.38532513	1.0	439	tags=18%, list=5%, signal=19%	
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332		15	-0.4975596	-1.177227	0.26241136	0.38878217	1.0	2451	tags=47%, list=30%, signal=66%	
NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112	NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112		18	-0.4838028	-1.1771235	0.24541284	0.38841018	1.0	3120	tags=61%, list=38%, signal=98%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:0090150	ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:0090150		132	-0.33091688	-1.1761737	0.10040161	0.38972715	1.0	1002	tags=21%, list=12%, signal=24%	
DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302	DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302		126	-0.33547154	-1.1756719	0.119266056	0.39013633	1.0	2451	tags=40%, list=30%, signal=56%	
HIV INFECTION%REACTOME%R-HSA-162906.4	HIV INFECTION%REACTOME%R-HSA-162906.4		185	-0.3165417	-1.1730927	0.09947644	0.39462042	1.0	1430	tags=31%, list=17%, signal=36%	
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152	PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152		88	-0.35085753	-1.1722924	0.13513513	0.3956829	1.0	1521	tags=31%, list=19%, signal=37%	
TAK1-DEPENDENT IKK AND NF-KAPPA-B ACTIVATION%REACTOME%R-HSA-445989.10	TAK1-DEPENDENT IKK AND NF-KAPPA-B ACTIVATION%REACTOME%R-HSA-445989.10		32	-0.42308846	-1.1719968	0.23376623	0.39569744	1.0	771	tags=16%, list=9%, signal=17%	
POSITIVE REGULATION OF TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0032968	POSITIVE REGULATION OF TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0032968		38	-0.40791237	-1.1713519	0.19354838	0.3963607	1.0	1487	tags=34%, list=18%, signal=42%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671		55	-0.3762834	-1.1705067	0.15229885	0.39744073	1.0	1148	tags=29%, list=14%, signal=34%	
REGULATORY NCRNA-MEDIATED POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0035194	REGULATORY NCRNA-MEDIATED POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0035194		28	-0.44586116	-1.1697822	0.208	0.3983447	1.0	549	tags=18%, list=7%, signal=19%	
REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532	REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532		19	-0.46783793	-1.1691684	0.26126125	0.3989537	1.0	3714	tags=79%, list=45%, signal=144%	
SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 81%5654738	SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 81%5654738		44	-0.39261663	-1.1688759	0.20116618	0.39902034	1.0	606	tags=18%, list=7%, signal=20%	
ROS AND RNS PRODUCTION IN PHAGOCYTES%REACTOME%R-HSA-1222556.11	ROS AND RNS PRODUCTION IN PHAGOCYTES%REACTOME%R-HSA-1222556.11		23	-0.4618197	-1.1685528	0.24038461	0.3990759	1.0	2805	tags=57%, list=34%, signal=86%	
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700	REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700		63	-0.36829028	-1.1683924	0.15542522	0.3988665	1.0	1695	tags=25%, list=21%, signal=32%	
MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4	MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4		81	-0.35175654	-1.1681875	0.13087249	0.39871728	1.0	2123	tags=28%, list=26%, signal=38%	
NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032435	NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032435		23	-0.45243642	-1.168	0.24113475	0.39852196	1.0	815	tags=26%, list=10%, signal=29%	
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429	IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429		137	-0.32307905	-1.1671298	0.10504202	0.3996393	1.0	1410	tags=30%, list=17%, signal=36%	
REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854	REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854		41	-0.3950728	-1.166457	0.20765027	0.40039977	1.0	1696	tags=51%, list=21%, signal=64%	
INTERFERON SIGNALING%REACTOME%R-HSA-913531.4	INTERFERON SIGNALING%REACTOME%R-HSA-913531.4		173	-0.31438497	-1.1658419	0.08080808	0.40104842	1.0	1736	tags=32%, list=21%, signal=40%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946		55	-0.3762834	-1.1629615	0.17751479	0.40607378	1.0	1148	tags=29%, list=14%, signal=34%	
POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638	POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638		21	-0.46390563	-1.1608398	0.23820755	0.40963164	1.0	1275	tags=33%, list=16%, signal=39%	
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%R-HSA-180910.4	VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%R-HSA-180910.4		28	-0.4347183	-1.1606942	0.22486773	0.40937263	1.0	2645	tags=64%, list=32%, signal=95%	
DEUBIQUITINATION%REACTOME%R-HSA-5688426.5	DEUBIQUITINATION%REACTOME%R-HSA-5688426.5		173	-0.31032965	-1.16057	0.09547739	0.40904763	1.0	1218	tags=21%, list=15%, signal=25%	
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663		97	-0.34326023	-1.1589924	0.15261044	0.4116573	1.0	1275	tags=29%, list=16%, signal=34%	
MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529	MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529		37	-0.40331882	-1.1582776	0.22651933	0.4124305	1.0	625	tags=16%, list=8%, signal=17%	
DETOXIFICATION OF REACTIVE OXYGEN SPECIES%REACTOME DATABASE ID RELEASE 81%3299685	DETOXIFICATION OF REACTIVE OXYGEN SPECIES%REACTOME DATABASE ID RELEASE 81%3299685		26	-0.44266462	-1.1581762	0.2634271	0.4120809	1.0	1181	tags=27%, list=14%, signal=31%	
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY		18	-0.48810068	-1.1578116	0.27336448	0.4122482	1.0	300	tags=22%, list=4%, signal=23%	
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684		451	-0.28525797	-1.1575973	0.014492754	0.41209206	1.0	1410	tags=25%, list=17%, signal=28%	
RESPIRATORY SYNCYTIAL VIRUS INFECTION PATHWAY%REACTOME DATABASE ID RELEASE 81%9820952	RESPIRATORY SYNCYTIAL VIRUS INFECTION PATHWAY%REACTOME DATABASE ID RELEASE 81%9820952		72	-0.35309067	-1.1557901	0.17421603	0.414931	1.0	1568	tags=36%, list=19%, signal=44%	
ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101	ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101		35	-0.40748563	-1.1554959	0.22865014	0.41496038	1.0	1542	tags=46%, list=19%, signal=56%	
DNA REPAIR%REACTOME DATABASE ID RELEASE 81%73894	DNA REPAIR%REACTOME DATABASE ID RELEASE 81%73894		203	-0.30865508	-1.1526353	0.11931818	0.42002326	1.0	2781	tags=47%, list=34%, signal=69%	
POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819	POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819		216	-0.30144548	-1.1509188	0.08125	0.42293942	1.0	1637	tags=27%, list=20%, signal=33%	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%453279	MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%453279		110	-0.33522868	-1.1506243	0.11764706	0.42292345	1.0	1457	tags=32%, list=18%, signal=38%	
CELL REDOX HOMEOSTASIS%GOBP%GO:0045454	CELL REDOX HOMEOSTASIS%GOBP%GO:0045454		27	-0.42442802	-1.150566	0.23115578	0.42247483	1.0	859	tags=30%, list=10%, signal=33%	
TELOMERE MAINTENANCE%REACTOME%R-HSA-157579.7	TELOMERE MAINTENANCE%REACTOME%R-HSA-157579.7		51	-0.38348055	-1.1505512	0.215625	0.42194185	1.0	2548	tags=47%, list=31%, signal=68%	
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249		214	-0.30558977	-1.149584	0.08552632	0.42331597	1.0	1702	tags=33%, list=21%, signal=40%	
MRNA CIS SPLICING, VIA SPLICEOSOME%GOBP%GO:0045292	MRNA CIS SPLICING, VIA SPLICEOSOME%GOBP%GO:0045292		16	-0.48865277	-1.1488928	0.28507796	0.42416474	1.0	1469	tags=44%, list=18%, signal=53%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820		24	-0.44792435	-1.1479684	0.23544304	0.42545605	1.0	637	tags=21%, list=8%, signal=23%	
MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0007064	MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0007064		15	-0.5055321	-1.1465608	0.31506848	0.42769983	1.0	1575	tags=33%, list=19%, signal=41%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594		210	-0.30772352	-1.1454716	0.1329114	0.4293196	1.0	1385	tags=24%, list=17%, signal=28%	
GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP2880%HOMO SAPIENS	GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP2880%HOMO SAPIENS		24	-0.45252508	-1.1452608	0.24728261	0.42918298	1.0	1709	tags=38%, list=21%, signal=47%	
PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071168	PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071168		17	-0.48644984	-1.1435679	0.29372197	0.43207276	1.0	1192	tags=35%, list=15%, signal=41%	
PIWI-INTERACTING RNA (PIRNA) BIOGENESIS%REACTOME%R-HSA-5601884.3	PIWI-INTERACTING RNA (PIRNA) BIOGENESIS%REACTOME%R-HSA-5601884.3		18	-0.47289553	-1.143052	0.28165373	0.43259388	1.0	1682	tags=33%, list=21%, signal=42%	
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542		292	-0.2940664	-1.1424154	0.12598425	0.43329588	1.0	1815	tags=29%, list=22%, signal=36%	
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832	NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832		66	-0.35512608	-1.1423494	0.2053872	0.4328522	1.0	1751	tags=30%, list=21%, signal=38%	
REGULATION OF PYRUVATE METABOLISM%REACTOME%R-HSA-9861718.1	REGULATION OF PYRUVATE METABOLISM%REACTOME%R-HSA-9861718.1		23	-0.44553962	-1.1415812	0.2669903	0.43385455	1.0	524	tags=22%, list=6%, signal=23%	
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME DATABASE ID RELEASE 81%70895	BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME DATABASE ID RELEASE 81%70895		18	-0.47106516	-1.1412867	0.27912623	0.43391123	1.0	3452	tags=67%, list=42%, signal=115%	
TERPENOID METABOLIC PROCESS%GOBP%GO:0006721	TERPENOID METABOLIC PROCESS%GOBP%GO:0006721		15	-0.49118453	-1.1400728	0.26923078	0.43573058	1.0	2537	tags=60%, list=31%, signal=87%	
NEGATIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901799	NEGATIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901799		32	-0.40782818	-1.1356134	0.26684636	0.44440064	1.0	815	tags=19%, list=10%, signal=21%	
SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.4	SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.4		21	-0.45229962	-1.1349518	0.28255528	0.4451598	1.0	439	tags=14%, list=5%, signal=15%	
FEMALE PREGNANCY%GOBP%GO:0007565	FEMALE PREGNANCY%GOBP%GO:0007565		16	-0.49667895	-1.1343092	0.28310502	0.44590378	1.0	2418	tags=56%, list=30%, signal=80%	
MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002444	MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002444		20	-0.4641041	-1.1339428	0.2997658	0.44612488	1.0	1542	tags=30%, list=19%, signal=37%	
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619		91	-0.33794174	-1.1338555	0.2074074	0.4457272	1.0	1751	tags=32%, list=21%, signal=40%	
RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0009607	RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0009607		415	-0.27755895	-1.1330156	0.041666668	0.44686657	1.0	1815	tags=29%, list=22%, signal=35%	
THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360	THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360		23	-0.44397187	-1.1321188	0.2907268	0.44813782	1.0	705	tags=17%, list=9%, signal=19%	
PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522	PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522		113	-0.32199654	-1.1308243	0.16334662	0.45031577	1.0	1604	tags=27%, list=20%, signal=33%	
RESPONSE TO BACTERIUM%GOBP%GO:0009617	RESPONSE TO BACTERIUM%GOBP%GO:0009617		164	-0.30874538	-1.1303092	0.10309278	0.45082968	1.0	1815	tags=30%, list=22%, signal=38%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205		81	-0.34053695	-1.1302211	0.21088435	0.4504453	1.0	1301	tags=28%, list=16%, signal=33%	
GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298	GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298		27	-0.4172398	-1.1285175	0.2622108	0.4533585	1.0	705	tags=19%, list=9%, signal=20%	
LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595	LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595		46	-0.36869973	-1.1265554	0.23837209	0.45688507	1.0	625	tags=15%, list=8%, signal=16%	
HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP		64	-0.35782775	-1.1249183	0.22847682	0.4596773	1.0	622	tags=14%, list=8%, signal=15%	
SLC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619102.8	SLC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619102.8		42	-0.38382983	-1.1244118	0.27688172	0.4601468	1.0	2645	tags=48%, list=32%, signal=70%	
REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146		15	-0.4789912	-1.1240704	0.3020595	0.46028998	1.0	2125	tags=33%, list=26%, signal=45%	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956		74	-0.34430248	-1.1240612	0.22115384	0.4597172	1.0	1705	tags=31%, list=21%, signal=39%	
PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144	PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144		82	-0.3389554	-1.1234438	0.19928825	0.46047214	1.0	1301	tags=28%, list=16%, signal=33%	
CHROMOSOME ORGANIZATION%GOBP%GO:0051276	CHROMOSOME ORGANIZATION%GOBP%GO:0051276		231	-0.2981376	-1.1233785	0.12643678	0.46001533	1.0	2129	tags=30%, list=26%, signal=40%	
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478		84	-0.33452588	-1.122522	0.1891892	0.46128196	1.0	1651	tags=26%, list=20%, signal=32%	
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032	REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032		15	-0.4762846	-1.1206619	0.3125	0.46455005	1.0	2328	tags=40%, list=28%, signal=56%	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911		15	-0.49341056	-1.1205493	0.31681034	0.46421286	1.0	637	tags=27%, list=8%, signal=29%	
